instance_sn,cluster,workload_type
instance_8634,7,Unknown
instance_8635,-1,Noise
instance_8636,-1,Noise
instance_8637,7,Unknown
instance_8638,7,Unknown
instance_8639,-1,Noise
instance_8640,-1,Noise
instance_8642,-1,Noise
instance_8644,-1,Noise
instance_8645,-1,Noise
instance_8649,23,Unknown
instance_8652,7,Unknown
instance_8653,7,Unknown
instance_8654,7,Unknown
instance_8655,23,Unknown
instance_8656,4,Deployment
instance_8657,8,Unknown
instance_8658,7,Unknown
instance_8659,7,Unknown
instance_8663,7,Unknown
instance_8664,8,Unknown
instance_8665,-1,Noise
instance_8666,1,Training
instance_8668,1,Training
instance_8669,8,Unknown
instance_8670,4,Deployment
instance_8671,8,Unknown
instance_8673,-1,Noise
instance_8674,8,Unknown
instance_8675,1,Training
instance_8676,7,Unknown
instance_8677,7,Unknown
instance_8678,7,Unknown
instance_8679,-1,Noise
instance_8682,1,Training
instance_8683,1,Training
instance_8686,8,Unknown
instance_8687,8,Unknown
instance_8688,-1,Noise
instance_8689,8,Unknown
instance_8690,1,Training
instance_8692,1,Training
instance_8693,0,Preprocessing
instance_8695,-1,Noise
instance_8697,-1,Noise
instance_8698,-1,Noise
instance_8699,8,Unknown
instance_8700,8,Unknown
instance_8701,8,Unknown
instance_8702,8,Unknown
instance_8703,8,Unknown
instance_8704,0,Preprocessing
instance_8706,8,Unknown
instance_8707,4,Deployment
instance_8708,4,Deployment
instance_8709,8,Unknown
instance_8710,0,Preprocessing
instance_8711,1,Training
instance_8712,3,Inference
instance_8713,1,Training
instance_8714,8,Unknown
instance_8715,8,Unknown
instance_8716,8,Unknown
instance_8717,7,Unknown
instance_8719,8,Unknown
instance_8720,0,Preprocessing
instance_8721,15,Unknown
instance_8722,8,Unknown
instance_8723,0,Preprocessing
instance_8725,0,Preprocessing
instance_8726,8,Unknown
instance_8727,8,Unknown
instance_8728,8,Unknown
instance_8729,-1,Noise
instance_8730,27,Unknown
instance_8731,27,Unknown
instance_8732,15,Unknown
instance_8733,4,Deployment
instance_8736,28,Unknown
instance_8737,28,Unknown
instance_8738,28,Unknown
instance_8739,10,Unknown
instance_8740,10,Unknown
instance_8741,10,Unknown
instance_8742,10,Unknown
instance_8743,10,Unknown
instance_8744,10,Unknown
instance_8745,28,Unknown
instance_8746,8,Unknown
instance_8747,8,Unknown
instance_8748,8,Unknown
instance_8749,8,Unknown
instance_8750,8,Unknown
instance_8751,27,Unknown
instance_8752,8,Unknown
instance_8754,8,Unknown
instance_8756,23,Unknown
instance_8757,6,Unknown
instance_8761,23,Unknown
instance_8762,24,Unknown
instance_8763,25,Unknown
instance_8766,22,Unknown
instance_8769,27,Unknown
instance_8770,27,Unknown
instance_8773,-1,Noise
instance_8774,9,Unknown
instance_8775,10,Unknown
instance_8776,15,Unknown
instance_8778,0,Preprocessing
instance_8779,3,Inference
instance_8782,24,Unknown
instance_8783,23,Unknown
instance_8787,1,Training
instance_8788,8,Unknown
instance_8789,8,Unknown
instance_8790,8,Unknown
instance_8791,8,Unknown
instance_8793,8,Unknown
instance_8794,8,Unknown
instance_8795,8,Unknown
instance_8797,8,Unknown
instance_8798,8,Unknown
instance_8799,12,Unknown
instance_8800,17,Unknown
instance_8801,8,Unknown
instance_8802,10,Unknown
instance_8803,8,Unknown
instance_8804,1,Training
instance_8805,12,Unknown
instance_8806,1,Training
instance_8807,9,Unknown
instance_8808,-1,Noise
instance_8809,8,Unknown
instance_8810,8,Unknown
instance_8812,1,Training
instance_8814,9,Unknown
instance_8815,17,Unknown
instance_8816,8,Unknown
instance_8817,24,Unknown
instance_8818,7,Unknown
instance_8819,23,Unknown
instance_8820,15,Unknown
instance_8821,17,Unknown
instance_8823,4,Deployment
instance_8828,8,Unknown
instance_8829,0,Preprocessing
instance_8830,8,Unknown
instance_8831,8,Unknown
instance_8832,12,Unknown
instance_8836,7,Unknown
instance_8837,7,Unknown
instance_8838,7,Unknown
instance_8839,7,Unknown
instance_8840,7,Unknown
instance_8841,7,Unknown
instance_8842,7,Unknown
instance_8843,7,Unknown
instance_8844,7,Unknown
instance_8846,17,Unknown
instance_8847,8,Unknown
instance_8848,8,Unknown
instance_8849,1,Training
instance_8850,1,Training
instance_8851,-1,Noise
instance_8852,12,Unknown
instance_8853,17,Unknown
instance_8854,-1,Noise
instance_8856,1,Training
instance_8857,3,Inference
instance_8858,1,Training
instance_8859,1,Training
instance_8860,0,Preprocessing
instance_8861,8,Unknown
instance_8862,-1,Noise
instance_8864,11,Unknown
instance_8865,-1,Noise
instance_8867,1,Training
instance_8868,1,Training
instance_8870,13,Unknown
instance_8871,5,Unknown
instance_8872,0,Preprocessing
instance_8874,8,Unknown
instance_8875,8,Unknown
instance_8877,8,Unknown
instance_8878,1,Training
instance_8879,-1,Noise
instance_8880,8,Unknown
instance_8881,0,Preprocessing
instance_8882,5,Unknown
instance_8883,37,Unknown
instance_8885,-1,Noise
instance_8887,-1,Noise
instance_8888,15,Unknown
instance_8889,20,Unknown
instance_8890,1,Training
instance_8891,-1,Noise
instance_8892,5,Unknown
instance_8893,5,Unknown
instance_8894,5,Unknown
instance_8895,5,Unknown
instance_8896,5,Unknown
instance_8897,5,Unknown
instance_8899,1,Training
instance_8902,1,Training
instance_8903,1,Training
instance_8904,1,Training
instance_8905,0,Preprocessing
instance_8906,3,Inference
instance_8907,0,Preprocessing
instance_8908,0,Preprocessing
instance_8919,-1,Noise
instance_8922,5,Unknown
instance_8923,8,Unknown
instance_8924,5,Unknown
instance_8925,5,Unknown
instance_8926,5,Unknown
instance_8927,8,Unknown
instance_8928,21,Unknown
instance_8930,37,Unknown
instance_8931,-1,Noise
instance_8932,26,Unknown
instance_8933,5,Unknown
instance_8934,0,Preprocessing
instance_8936,5,Unknown
instance_8940,5,Unknown
instance_8941,-1,Noise
instance_8945,0,Preprocessing
instance_8947,14,Unknown
instance_8948,-1,Noise
instance_8949,8,Unknown
instance_8950,-1,Noise
instance_8952,5,Unknown
instance_8953,5,Unknown
instance_8954,5,Unknown
instance_8955,5,Unknown
instance_8956,5,Unknown
instance_8957,5,Unknown
instance_8958,5,Unknown
instance_8959,33,Unknown
instance_8960,0,Preprocessing
instance_8962,-1,Noise
instance_8963,5,Unknown
instance_8964,1,Training
instance_8965,20,Unknown
instance_8966,-1,Noise
instance_8967,18,Unknown
instance_8968,0,Preprocessing
instance_8969,11,Unknown
instance_8970,-1,Noise
instance_8972,1,Training
instance_8973,1,Training
instance_8974,26,Unknown
instance_8975,-1,Noise
instance_8977,1,Training
instance_8979,0,Preprocessing
instance_8980,11,Unknown
instance_8981,1,Training
instance_8982,0,Preprocessing
instance_8983,20,Unknown
instance_8984,8,Unknown
instance_8985,11,Unknown
instance_8986,1,Training
instance_8987,1,Training
instance_8988,1,Training
instance_8989,1,Training
instance_8991,23,Unknown
instance_8992,23,Unknown
instance_8993,7,Unknown
instance_8994,7,Unknown
instance_8996,1,Training
instance_9001,-1,Noise
instance_9002,8,Unknown
instance_9003,1,Training
instance_9004,-1,Noise
instance_9005,-1,Noise
instance_9007,7,Unknown
instance_9009,7,Unknown
instance_9010,7,Unknown
instance_9011,8,Unknown
instance_9012,8,Unknown
instance_9013,8,Unknown
instance_9014,8,Unknown
instance_9016,-1,Noise
instance_9017,8,Unknown
instance_9018,7,Unknown
instance_9019,7,Unknown
instance_9020,0,Preprocessing
instance_9021,1,Training
instance_9022,1,Training
instance_9024,8,Unknown
instance_9025,8,Unknown
instance_9026,8,Unknown
instance_9027,8,Unknown
instance_9029,8,Unknown
instance_9030,8,Unknown
instance_9033,4,Deployment
instance_9035,0,Preprocessing
instance_9038,-1,Noise
instance_9039,0,Preprocessing
instance_9040,9,Unknown
instance_9041,-1,Noise
instance_9042,0,Preprocessing
instance_9043,0,Preprocessing
instance_9044,1,Training
instance_9046,0,Preprocessing
instance_9047,8,Unknown
instance_9049,8,Unknown
instance_9050,5,Unknown
instance_9051,8,Unknown
instance_9052,0,Preprocessing
instance_9053,4,Deployment
instance_9054,-1,Noise
instance_9058,15,Unknown
instance_9060,12,Unknown
instance_9061,18,Unknown
instance_9063,-1,Noise
instance_9064,1,Training
instance_9065,1,Training
instance_9066,1,Training
instance_9067,0,Preprocessing
instance_9069,3,Inference
instance_9070,9,Unknown
instance_9071,8,Unknown
instance_9072,8,Unknown
instance_9073,8,Unknown
instance_9074,8,Unknown
instance_9077,9,Unknown
instance_9078,1,Training
instance_9079,8,Unknown
instance_9080,1,Training
instance_9081,8,Unknown
instance_9084,8,Unknown
instance_9085,5,Unknown
instance_9086,5,Unknown
instance_9087,5,Unknown
instance_9088,5,Unknown
instance_9089,-1,Noise
instance_9090,-1,Noise
instance_9091,5,Unknown
instance_9092,5,Unknown
instance_9093,5,Unknown
instance_9094,8,Unknown
instance_9096,7,Unknown
instance_9097,7,Unknown
instance_9098,25,Unknown
instance_9099,25,Unknown
instance_9100,6,Unknown
instance_9101,6,Unknown
instance_9102,7,Unknown
instance_9103,7,Unknown
instance_9104,7,Unknown
instance_9106,4,Deployment
instance_9107,8,Unknown
instance_9108,1,Training
instance_9109,1,Training
instance_9110,9,Unknown
instance_9112,8,Unknown
instance_9113,1,Training
instance_9114,8,Unknown
instance_9115,8,Unknown
instance_9116,5,Unknown
instance_9121,7,Unknown
instance_9122,7,Unknown
instance_9123,7,Unknown
instance_9124,23,Unknown
instance_9125,25,Unknown
instance_9126,7,Unknown
instance_9127,7,Unknown
instance_9128,7,Unknown
instance_9129,7,Unknown
instance_9130,9,Unknown
instance_9131,0,Preprocessing
instance_9132,1,Training
instance_9133,1,Training
instance_9134,8,Unknown
instance_9135,8,Unknown
instance_9136,8,Unknown
instance_9137,8,Unknown
instance_9139,8,Unknown
instance_9140,4,Deployment
instance_9142,-1,Noise
instance_9147,-1,Noise
instance_9148,8,Unknown
instance_9149,0,Preprocessing
instance_9151,-1,Noise
instance_9154,8,Unknown
instance_9155,8,Unknown
instance_9156,8,Unknown
instance_9157,21,Unknown
instance_9159,25,Unknown
instance_9160,7,Unknown
instance_9161,7,Unknown
instance_9162,7,Unknown
instance_9163,1,Training
instance_9165,0,Preprocessing
instance_9168,1,Training
instance_9169,17,Unknown
instance_9170,0,Preprocessing
instance_9171,1,Training
instance_9172,8,Unknown
instance_9174,0,Preprocessing
instance_9176,1,Training
instance_9177,15,Unknown
instance_9178,-1,Noise
instance_9179,1,Training
instance_9180,1,Training
instance_9181,-1,Noise
instance_9182,17,Unknown
instance_9183,-1,Noise
instance_9184,-1,Noise
instance_9185,1,Training
instance_9186,8,Unknown
instance_9188,9,Unknown
instance_9189,0,Preprocessing
instance_9190,1,Training
instance_9191,8,Unknown
instance_9194,7,Unknown
instance_9197,25,Unknown
instance_9198,7,Unknown
instance_9199,30,Unknown
instance_9200,13,Unknown
instance_9201,5,Unknown
instance_9204,9,Unknown
instance_9206,9,Unknown
instance_9207,1,Training
instance_9210,1,Training
instance_9211,25,Unknown
instance_9212,7,Unknown
instance_9213,7,Unknown
instance_9214,1,Training
instance_9215,1,Training
instance_9216,1,Training
instance_9217,1,Training
instance_9218,5,Unknown
instance_9219,5,Unknown
instance_9220,5,Unknown
instance_9221,5,Unknown
instance_9222,5,Unknown
instance_9223,5,Unknown
instance_9224,5,Unknown
instance_9225,5,Unknown
instance_9226,17,Unknown
instance_9227,1,Training
instance_9228,1,Training
instance_9229,26,Unknown
instance_9231,1,Training
instance_9233,0,Preprocessing
instance_9234,5,Unknown
instance_9235,0,Preprocessing
instance_9236,5,Unknown
instance_9237,1,Training
instance_9238,5,Unknown
instance_9239,8,Unknown
instance_9240,4,Deployment
instance_9241,-1,Noise
instance_9242,10,Unknown
instance_9243,3,Inference
instance_9244,0,Preprocessing
instance_9246,5,Unknown
instance_9247,5,Unknown
instance_9248,-1,Noise
instance_9249,1,Training
instance_9250,5,Unknown
instance_9251,9,Unknown
instance_9252,12,Unknown
instance_9253,17,Unknown
instance_9255,5,Unknown
instance_9256,5,Unknown
instance_9257,5,Unknown
instance_9258,7,Unknown
instance_9259,25,Unknown
instance_9261,7,Unknown
instance_9263,17,Unknown
instance_9264,5,Unknown
instance_9265,1,Training
instance_9266,1,Training
instance_9267,12,Unknown
instance_9268,1,Training
instance_9269,17,Unknown
instance_9271,-1,Noise
instance_9272,0,Preprocessing
instance_9273,-1,Noise
instance_9274,1,Training
instance_9275,1,Training
instance_9276,1,Training
instance_9277,25,Unknown
instance_9278,7,Unknown
instance_9279,7,Unknown
instance_9280,8,Unknown
instance_9281,18,Unknown
instance_9282,6,Unknown
instance_9283,7,Unknown
instance_9284,25,Unknown
instance_9285,7,Unknown
instance_9288,8,Unknown
instance_9289,8,Unknown
instance_9290,5,Unknown
instance_9291,5,Unknown
instance_9293,0,Preprocessing
instance_9294,7,Unknown
instance_9295,7,Unknown
instance_9297,7,Unknown
instance_9299,17,Unknown
instance_9300,8,Unknown
instance_9301,4,Deployment
instance_9302,25,Unknown
instance_9303,7,Unknown
instance_9304,7,Unknown
instance_9305,28,Unknown
instance_9307,8,Unknown
instance_9308,7,Unknown
instance_9309,7,Unknown
instance_9310,8,Unknown
instance_9312,4,Deployment
instance_9313,0,Preprocessing
instance_9314,7,Unknown
instance_9315,0,Preprocessing
instance_9316,8,Unknown
instance_9317,4,Deployment
instance_9318,8,Unknown
instance_9319,7,Unknown
instance_9320,1,Training
instance_9321,1,Training
instance_9322,8,Unknown
instance_9323,4,Deployment
instance_9324,8,Unknown
instance_9325,8,Unknown
instance_9326,8,Unknown
instance_9327,7,Unknown
instance_9328,6,Unknown
instance_9329,8,Unknown
instance_9331,7,Unknown
instance_9334,7,Unknown
instance_9335,7,Unknown
instance_9336,-1,Noise
instance_9340,31,Unknown
instance_9341,8,Unknown
instance_9342,8,Unknown
instance_9343,8,Unknown
instance_9344,4,Deployment
instance_9345,8,Unknown
instance_9346,8,Unknown
instance_9348,7,Unknown
instance_9350,13,Unknown
instance_9351,8,Unknown
instance_9352,8,Unknown
instance_9353,16,Unknown
instance_9354,8,Unknown
instance_9355,4,Deployment
instance_9357,4,Deployment
instance_9358,16,Unknown
instance_9365,7,Unknown
instance_9367,6,Unknown
instance_9369,5,Unknown
instance_9371,4,Deployment
instance_9373,-1,Noise
instance_9376,7,Unknown
instance_9377,7,Unknown
instance_9378,6,Unknown
instance_9380,4,Deployment
instance_9381,8,Unknown
instance_9382,1,Training
instance_9384,7,Unknown
instance_9385,32,Unknown
instance_9386,7,Unknown
instance_9387,8,Unknown
instance_9388,8,Unknown
instance_9389,9,Unknown
instance_9390,5,Unknown
instance_9391,8,Unknown
instance_9392,5,Unknown
instance_9394,8,Unknown
instance_9395,32,Unknown
instance_9396,7,Unknown
instance_9397,7,Unknown
instance_9398,4,Deployment
instance_9399,20,Unknown
instance_9400,8,Unknown
instance_9402,1,Training
instance_9403,-1,Noise
instance_9404,8,Unknown
instance_9405,8,Unknown
instance_9406,-1,Noise
instance_9408,8,Unknown
instance_9409,8,Unknown
instance_9410,8,Unknown
instance_9411,9,Unknown
instance_9412,5,Unknown
instance_9413,0,Preprocessing
instance_9415,8,Unknown
instance_9416,8,Unknown
instance_9420,6,Unknown
instance_9421,6,Unknown
instance_9422,6,Unknown
instance_9423,7,Unknown
instance_9424,7,Unknown
instance_9425,7,Unknown
instance_9426,7,Unknown
instance_9428,7,Unknown
instance_9429,7,Unknown
instance_9430,7,Unknown
instance_9432,7,Unknown
instance_9433,7,Unknown
instance_9434,7,Unknown
instance_9436,8,Unknown
instance_9437,-1,Noise
instance_9438,-1,Noise
instance_9439,8,Unknown
instance_9440,8,Unknown
instance_9441,8,Unknown
instance_9442,4,Deployment
instance_9444,-1,Noise
instance_9447,7,Unknown
instance_9448,7,Unknown
instance_9449,7,Unknown
instance_9451,7,Unknown
instance_9452,6,Unknown
instance_9454,7,Unknown
instance_9456,-1,Noise
instance_9457,8,Unknown
instance_9458,4,Deployment
instance_9459,7,Unknown
instance_9460,6,Unknown
instance_9461,-1,Noise
instance_9462,6,Unknown
instance_9463,-1,Noise
instance_9464,13,Unknown
instance_9465,3,Inference
instance_9467,0,Preprocessing
instance_9469,8,Unknown
instance_9471,-1,Noise
instance_9472,7,Unknown
instance_9473,9,Unknown
instance_9475,5,Unknown
instance_9479,0,Preprocessing
instance_9481,8,Unknown
instance_9482,5,Unknown
instance_9483,1,Training
instance_9484,5,Unknown
instance_9485,1,Training
instance_9490,33,Unknown
instance_9491,-1,Noise
instance_9492,-1,Noise
instance_9494,1,Training
instance_9495,1,Training
instance_9496,-1,Noise
instance_9497,1,Training
instance_9498,1,Training
instance_9499,5,Unknown
instance_9500,-1,Noise
instance_9502,5,Unknown
instance_9506,4,Deployment
instance_9507,1,Training
instance_9510,7,Unknown
instance_9511,7,Unknown
instance_9512,4,Deployment
instance_9514,5,Unknown
instance_9515,5,Unknown
instance_9516,5,Unknown
instance_9517,5,Unknown
instance_9518,5,Unknown
instance_9519,33,Unknown
instance_9520,0,Preprocessing
instance_9521,3,Inference
instance_9522,1,Training
instance_9523,26,Unknown
instance_9524,3,Inference
instance_9528,1,Training
instance_9529,0,Preprocessing
instance_9530,9,Unknown
instance_9531,1,Training
instance_9533,5,Unknown
